CUSIP,Announce Date,High Discount Rate,Auction Date,High Equiv Yield,Issue Date,Price at High Rate,Dated Date,Med/Avg Discount Rate,Maturity Date,Med/Avg Equiv Yield,Low Discount Rate,Price at Med/Avg Rate,Low Equiv Yield,Allocation % at High Rate,Price at Low Rate
912795X22,2010-12-23,0.225,2010-12-27,0.228,2010-12-30,99.886250,N/A,0.215,2011-06-30,0.0,0.15,0.000000,0.0,25.96,0.000000
9127952J9,2010-12-23,0.18,2010-12-27,0.183,2010-12-30,99.954500,N/A,0.17,2011-03-31,0.0,0.13,0.000000,0.0,59.34,0.000000
912795X97,2010-12-27,0.065,2010-12-28,0.066,2010-12-30,99.994944,N/A,0.045,2011-01-27,0.0,0.03,0.000000,0.0,74.86,0.000000
9127952C4,2010-12-27,0.12,2010-12-29,0.122,2010-12-30,99.981333,N/A,0.1,2011-02-24,0.0,0.06,0.000000,0.0,11.38,0.000000
9127952W0,2010-12-16,0.185,2010-12-20,0.188,2010-12-23,99.906472,N/A,0.17,2011-06-23,0.0,0.14,0.000000,0.0,22.46,0.000000
9127952H3,2010-12-16,0.13,2010-12-20,0.132,2010-12-23,99.967139,N/A,0.115,2011-03-24,0.0,0.08,0.000000,0.0,38.91,0.000000
912795X89,2010-12-20,0.07,2010-12-21,0.071,2010-12-23,99.994556,N/A,0.05,2011-01-20,0.0,0.0,0.000000,0.0,8.05,0.000000
9127952B6,2010-12-20,0.13,2010-12-22,0.132,2010-12-23,99.979778,N/A,0.115,2011-02-17,0.0,0.1,0.000000,0.0,58.42,0.000000
9127952T7,2010-12-09,0.295,2010-12-14,0.3,2010-12-16,99.701722,N/A,0.28,2011-12-15,0.0,0.25,0.000000,0.0,81.74,0.000000
9127952V2,2010-12-09,0.19,2010-12-13,0.193,2010-12-16,99.903944,N/A,0.175,2011-06-16,0.0,0.15,0.000000,0.0,16.78,0.000000
9127952G5,2010-12-09,0.14,2010-12-13,0.142,2010-12-16,99.964611,N/A,0.13,2011-03-17,0.0,0.1,0.000000,0.0,40.54,0.000000
912795UX7,2010-12-13,0.085,2010-12-14,0.086,2010-12-16,99.993389,N/A,0.08,2011-01-13,0.0,0.05,0.000000,0.0,83.52,0.000000
912795V40,2010-12-13,0.125,2010-12-15,0.127,2010-12-16,99.980556,N/A,0.115,2011-02-10,0.0,0.1,0.000000,0.0,61.17,0.000000
9127952U4,2010-12-02,0.185,2010-12-06,0.188,2010-12-09,99.906472,N/A,0.17,2011-06-09,0.0,0.15,0.000000,0.0,98.09,0.000000
912795V99,2010-12-02,0.145,2010-12-06,0.147,2010-12-09,99.963347,N/A,0.13,2011-03-10,0.0,0.1,0.000000,0.0,10.39,0.000000
912795X71,2010-12-06,0.08,2010-12-07,0.081,2010-12-09,99.993778,N/A,0.065,2011-01-06,0.0,0.04,0.000000,0.0,13.88,0.000000
912795Y21,2010-12-06,0.125,2010-12-08,0.127,2010-12-09,99.980556,N/A,0.115,2011-02-03,0.0,0.09,0.000000,0.0,51.12,0.000000
9127956D8,2010-12-06,0.14,2010-12-07,0.142,2010-12-08,99.997278,N/A,0.12,2010-12-15,0.0,0.1,0.000000,0.0,35.76,0.000000
912795W64,2010-11-24,0.21,2010-11-29,0.213,2010-12-02,99.893833,N/A,0.195,2011-06-02,0.0,0.17,0.000000,0.0,70.14,0.000000
9127952D2,2010-11-24,0.175,2010-11-29,0.178,2010-12-02,99.955764,N/A,0.16,2011-03-03,0.0,0.13,0.000000,0.0,45.58,0.000000
912795X55,2010-11-29,0.175,2010-11-30,0.177,2010-12-02,99.986389,N/A,0.16,2010-12-30,0.0,0.105,0.000000,0.0,10.96,0.000000
912795X97,2010-11-29,0.155,2010-12-01,0.157,2010-12-02,99.975889,N/A,0.145,2011-01-27,0.0,0.13,0.000000,0.0,4.57,0.000000
9127952S9,2010-11-18,0.195,2010-11-22,0.198,2010-11-26,99.901958,N/A,0.185,2011-05-26,0.0,0.15,0.000000,0.0,15.24,0.000000
9127952C4,2010-11-18,0.14,2010-11-22,0.142,2010-11-26,99.965000,N/A,0.13,2011-02-24,0.0,0.1,0.000000,0.0,86.48,0.000000
912795X48,2010-11-22,0.15,2010-11-23,0.152,2010-11-26,99.988750,N/A,0.135,2010-12-23,0.0,0.09,0.000000,0.0,11.08,0.000000
912795X89,2010-11-22,0.16,2010-11-24,0.162,2010-11-26,99.975556,N/A,0.14,2011-01-20,0.0,0.125,0.000000,0.0,4.03,0.000000
9127952P5,2010-11-10,0.28,2010-11-16,0.284,2010-11-18,99.716889,N/A,0.27,2011-11-17,0.0,0.25,0.000000,0.0,18.73,0.000000
9127952R1,2010-11-10,0.18,2010-11-15,0.183,2010-11-18,99.909000,N/A,0.17,2011-05-19,0.0,0.135,0.000000,0.0,89.75,0.000000
9127952B6,2010-11-10,0.135,2010-11-15,0.137,2010-11-18,99.965875,N/A,0.12,2011-02-17,0.0,0.11,0.000000,0.0,64.21,0.000000
912795UK5,2010-11-15,0.125,2010-11-16,0.127,2010-11-18,99.990278,N/A,0.11,2010-12-16,0.0,0.08,0.000000,0.0,61.88,0.000000
912795UX7,2010-11-15,0.125,2010-11-17,0.127,2010-11-18,99.980556,N/A,0.115,2011-01-13,0.0,0.09,0.000000,0.0,19.43,0.000000
9127952Q3,2010-11-04,0.16,2010-11-08,0.162,2010-11-12,99.919556,N/A,0.145,2011-05-12,0.0,0.12,0.000000,0.0,6.27,0.000000
912795V40,2010-11-04,0.125,2010-11-08,0.127,2010-11-12,99.968750,N/A,0.11,2011-02-10,0.0,0.09,0.000000,0.0,32.67,0.000000
912795X30,2010-11-08,0.105,2010-11-09,0.106,2010-11-12,99.992125,N/A,0.1,2010-12-09,0.0,0.08,0.000000,0.0,14.64,0.000000
912795X71,2010-11-08,0.095,2010-11-10,0.096,2010-11-12,99.985486,N/A,0.08,2011-01-06,0.0,0.05,0.000000,0.0,52.16,0.000000
912795VE8,2010-10-28,0.155,2010-11-01,0.157,2010-11-04,99.921639,N/A,0.15,2011-05-05,0.0,0.12,0.000000,0.0,83.84,0.000000
912795Y21,2010-10-28,0.125,2010-11-01,0.127,2010-11-04,99.968403,N/A,0.115,2011-02-03,0.0,0.09,0.000000,0.0,46.81,0.000000
912795W98,2010-11-01,0.125,2010-11-02,0.127,2010-11-04,99.990278,N/A,0.115,2010-12-02,0.0,0.1,0.000000,0.0,85.94,0.000000
912795X55,2010-11-01,0.145,2010-11-03,0.147,2010-11-04,99.977444,N/A,0.13,2010-12-30,0.0,0.1,0.000000,0.0,11.55,0.000000
9127952N0,2010-10-21,0.17,2010-10-25,0.173,2010-10-28,99.914056,N/A,0.155,2011-04-28,0.0,0.12,0.000000,0.0,60.75,0.000000
912795X97,2010-10-21,0.13,2010-10-25,0.132,2010-10-28,99.967139,N/A,0.11,2011-01-27,0.0,0.1,0.000000,0.0,30.54,0.000000
912795W80,2010-10-25,0.13,2010-10-26,0.132,2010-10-28,99.989528,N/A,0.12,2010-11-26,0.0,0.09,0.000000,0.0,38.32,0.000000
912795X48,2010-10-25,0.15,2010-10-27,0.152,2010-10-28,99.976667,N/A,0.145,2010-12-23,0.0,0.11,0.000000,0.0,81.78,0.000000
9127952K6,2010-10-14,0.225,2010-10-19,0.229,2010-10-21,99.772500,N/A,0.21,2011-10-20,0.0,0.15,0.000000,0.0,46.47,0.000000
9127952M2,2010-10-14,0.17,2010-10-18,0.173,2010-10-21,99.914056,N/A,0.15,2011-04-21,0.0,0.13,0.000000,0.0,8.17,0.000000
912795X89,2010-10-14,0.135,2010-10-18,0.137,2010-10-21,99.965875,N/A,0.12,2011-01-20,0.0,0.1,0.000000,0.0,38.61,0.000000
912795UJ8,2010-10-18,0.135,2010-10-19,0.137,2010-10-21,99.989500,N/A,0.125,2010-11-18,0.0,0.1,0.000000,0.0,96.13,0.000000
912795UK5,2010-10-18,0.15,2010-10-20,0.152,2010-10-21,99.976667,N/A,0.135,2010-12-16,0.0,0.12,0.000000,0.0,16.09,0.000000
9127952L4,2010-10-07,0.165,2010-10-12,0.167,2010-10-14,99.916583,N/A,0.15,2011-04-14,0.0,0.12,0.000000,0.0,11.37,0.000000
912795UX7,2010-10-07,0.125,2010-10-12,0.127,2010-10-14,99.968403,N/A,0.11,2011-01-13,0.0,0.1,0.000000,0.0,41.64,0.000000
912795W72,2010-10-12,0.14,2010-10-13,0.142,2010-10-14,99.988722,N/A,0.13,2010-11-12,0.0,0.1,0.000000,0.0,82.95,0.000000
912795X30,2010-10-12,0.15,2010-10-13,0.152,2010-10-14,99.976667,N/A,0.14,2010-12-09,0.0,0.1,0.000000,0.0,26.62,0.000000
912795VD0,2010-09-30,0.185,2010-10-04,0.188,2010-10-07,99.906472,N/A,0.17,2011-04-07,0.0,0.15,0.000000,0.0,8.44,0.000000
912795X71,2010-09-30,0.13,2010-10-04,0.132,2010-10-07,99.967139,N/A,0.12,2011-01-06,0.0,0.1,0.000000,0.0,62.51,0.000000
912795W56,2010-10-04,0.135,2010-10-05,0.137,2010-10-07,99.989500,N/A,0.12,2010-11-04,0.0,0.09,0.000000,0.0,0.24,0.000000
912795W98,2010-10-04,0.145,2010-10-06,0.147,2010-10-07,99.977444,N/A,0.13,2010-12-02,0.0,0.1,0.000000,0.0,41.71,0.000000
9127952J9,2010-09-23,0.19,2010-09-27,0.193,2010-09-30,99.903944,N/A,0.18,2011-03-31,0.0,0.145,0.000000,0.0,94.39,0.000000
912795X55,2010-09-23,0.155,2010-09-27,0.157,2010-09-30,99.960819,N/A,0.14,2010-12-30,0.0,0.12,0.000000,0.0,6.43,0.000000
912795W49,2010-09-27,0.08,2010-09-28,0.081,2010-09-30,99.993778,N/A,0.06,2010-10-28,0.0,0.0,0.000000,0.0,71.44,0.000000
912795W80,2010-09-27,0.13,2010-09-29,0.132,2010-09-30,99.979417,N/A,0.12,2010-11-26,0.0,0.08,0.000000,0.0,97.00,0.000000
9127952F7,2010-09-16,0.265,2010-09-21,0.269,2010-09-23,99.732056,N/A,0.255,2011-09-22,0.0,0.23,0.000000,0.0,38.36,0.000000
9127952H3,2010-09-16,0.195,2010-09-20,0.198,2010-09-23,99.901417,N/A,0.18,2011-03-24,0.0,0.15,0.000000,0.0,12.75,0.000000
912795X48,2010-09-16,0.16,2010-09-20,0.162,2010-09-23,99.959556,N/A,0.145,2010-12-23,0.0,0.12,0.000000,0.0,30.43,0.000000
912795UH2,2010-09-20,0.115,2010-09-21,0.117,2010-09-23,99.991056,N/A,0.1,2010-10-21,0.0,0.09,0.000000,0.0,87.28,0.000000
912795UJ8,2010-09-20,0.145,2010-09-22,0.147,2010-09-23,99.977444,N/A,0.135,2010-11-18,0.0,0.12,0.000000,0.0,57.67,0.000000
9127952G5,2010-09-09,0.19,2010-09-13,0.193,2010-09-16,99.903944,N/A,0.17,2011-03-17,0.0,0.14,0.000000,0.0,17.23,0.000000
912795UK5,2010-09-09,0.14,2010-09-13,0.142,2010-09-16,99.964611,N/A,0.13,2010-12-16,0.0,0.11,0.000000,0.0,34.54,0.000000
912795W31,2010-09-13,0.1,2010-09-14,0.101,2010-09-16,99.992222,N/A,0.09,2010-10-14,0.0,0.07,0.000000,0.0,78.26,0.000000
912795W72,2010-09-13,0.145,2010-09-15,0.147,2010-09-16,99.977042,N/A,0.13,2010-11-12,0.0,0.12,0.000000,0.0,24.14,0.000000
912795V99,2010-09-02,0.18,2010-09-07,0.183,2010-09-09,99.909000,N/A,0.165,2011-03-10,0.0,0.14,0.000000,0.0,33.04,0.000000
912795X30,2010-09-02,0.135,2010-09-07,0.137,2010-09-09,99.965875,N/A,0.12,2010-12-09,0.0,0.1,0.000000,0.0,18.44,0.000000
912795W23,2010-09-07,0.09,2010-09-08,0.091,2010-09-09,99.993000,N/A,0.08,2010-10-07,0.0,0.05,0.000000,0.0,70.18,0.000000
912795W56,2010-09-07,0.12,2010-09-08,0.122,2010-09-09,99.981333,N/A,0.11,2010-11-04,0.0,0.06,0.000000,0.0,42.27,0.000000
9127952D2,2010-08-26,0.19,2010-08-30,0.193,2010-09-02,99.903944,N/A,0.18,2011-03-03,0.0,0.145,0.000000,0.0,41.79,0.000000
912795W98,2010-08-26,0.145,2010-08-30,0.147,2010-09-02,99.963347,N/A,0.13,2010-12-02,0.0,0.1,0.000000,0.0,5.76,0.000000
912795VC2,2010-08-30,0.16,2010-08-31,0.162,2010-09-02,99.987556,N/A,0.14,2010-09-30,0.0,0.1,0.000000,0.0,82.28,0.000000
912795W49,2010-08-30,0.125,2010-09-01,0.127,2010-09-02,99.980556,N/A,0.12,2010-10-28,0.0,0.09,0.000000,0.0,62.00,0.000000
9127952A8,2010-08-19,0.26,2010-08-24,0.264,2010-08-26,99.737111,N/A,0.25,2011-08-25,0.0,0.2,0.000000,0.0,13.01,0.000000
9127952C4,2010-08-19,0.185,2010-08-23,0.188,2010-08-26,99.906472,N/A,0.175,2011-02-24,0.0,0.14,0.000000,0.0,30.76,0.000000
912795W80,2010-08-19,0.155,2010-08-23,0.157,2010-08-26,99.960389,N/A,0.14,2010-11-26,0.0,0.115,0.000000,0.0,49.94,0.000000
912795U90,2010-08-23,0.155,2010-08-24,0.157,2010-08-26,99.987944,N/A,0.145,2010-09-23,0.0,0.1,0.000000,0.0,34.85,0.000000
912795UH2,2010-08-23,0.14,2010-08-25,0.142,2010-08-26,99.978222,N/A,0.125,2010-10-21,0.0,0.1,0.000000,0.0,49.09,0.000000
912795VB4,2010-08-23,0.17,2010-08-25,0.172,2010-08-26,99.990083,N/A,0.16,2010-09-16,0.0,0.14,0.000000,0.0,4.74,0.000000
9127952B6,2010-08-12,0.185,2010-08-16,0.188,2010-08-19,99.906472,N/A,0.175,2011-02-17,0.0,0.14,0.000000,0.0,79.16,0.000000
912795UJ8,2010-08-12,0.155,2010-08-16,0.157,2010-08-19,99.960819,N/A,0.14,2010-11-18,0.0,0.1,0.000000,0.0,90.41,0.000000
912795VB4,2010-08-16,0.155,2010-08-17,0.157,2010-08-19,99.987944,N/A,0.14,2010-09-16,0.0,0.01,0.000000,0.0,48.51,0.000000
912795W31,2010-08-16,0.145,2010-08-18,0.147,2010-08-19,99.977444,N/A,0.135,2010-10-14,0.0,0.1,0.000000,0.0,24.34,0.000000
912795V40,2010-08-05,0.19,2010-08-09,0.193,2010-08-12,99.903944,N/A,0.17,2011-02-10,0.0,0.14,0.000000,0.0,2.89,0.000000
912795W72,2010-08-05,0.15,2010-08-09,0.152,2010-08-12,99.961667,N/A,0.14,2010-11-12,0.0,0.11,0.000000,0.0,93.00,0.000000
912795VA6,2010-08-09,0.145,2010-08-10,0.147,2010-08-12,99.988722,N/A,0.135,2010-09-09,0.0,0.01,0.000000,0.0,10.02,0.000000
912795W23,2010-08-09,0.135,2010-08-11,0.137,2010-08-12,99.979000,N/A,0.12,2010-10-07,0.0,0.0,0.000000,0.0,80.85,0.000000
912795Y21,2010-07-29,0.195,2010-08-02,0.198,2010-08-05,99.901417,N/A,0.19,2011-02-03,0.0,0.15,0.000000,0.0,99.87,0.000000
912795W56,2010-07-29,0.155,2010-08-02,0.157,2010-08-05,99.960819,N/A,0.145,2010-11-04,0.0,0.1,0.000000,0.0,1.39,0.000000
912795V73,2010-08-02,0.15,2010-08-03,0.152,2010-08-05,99.988333,N/A,0.14,2010-09-02,0.0,0.1,0.000000,0.0,2.20,0.000000
912795VC2,2010-08-02,0.16,2010-08-04,0.162,2010-08-05,99.975111,N/A,0.145,2010-09-30,0.0,0.01,0.000000,0.0,31.28,0.000000
912795X63,2010-07-22,0.295,2010-07-27,0.3,2010-07-29,99.701722,N/A,0.28,2011-07-28,0.0,0.26,0.000000,0.0,62.93,0.000000
912795X97,2010-07-22,0.2,2010-07-26,0.203,2010-07-29,99.898889,N/A,0.19,2011-01-27,0.0,0.15,0.000000,0.0,8.63,0.000000
912795W49,2010-07-22,0.15,2010-07-26,0.152,2010-07-29,99.962083,N/A,0.135,2010-10-28,0.0,0.1,0.000000,0.0,49.86,0.000000
912795U82,2010-07-26,0.155,2010-07-27,0.157,2010-07-29,99.987944,N/A,0.14,2010-08-26,0.0,0.12,0.000000,0.0,7.43,0.000000
912795U90,2010-07-26,0.155,2010-07-28,0.157,2010-07-29,99.975889,N/A,0.14,2010-09-23,0.0,0.12,0.000000,0.0,77.47,0.000000
912795X89,2010-07-15,0.195,2010-07-19,0.198,2010-07-22,99.901417,N/A,0.18,2011-01-20,0.0,0.145,0.000000,0.0,2.78,0.000000
912795UH2,2010-07-15,0.155,2010-07-19,0.157,2010-07-22,99.960819,N/A,0.14,2010-10-21,0.0,0.1,0.000000,0.0,41.51,0.000000
912795V65,2010-07-19,0.155,2010-07-20,0.157,2010-07-22,99.987944,N/A,0.14,2010-08-19,0.0,0.11,0.000000,0.0,0.87,0.000000
912795VB4,2010-07-19,0.16,2010-07-21,0.162,2010-07-22,99.975111,N/A,0.15,2010-09-16,0.0,0.01,0.000000,0.0,17.02,0.000000
912795UX7,2010-07-08,0.2,2010-07-12,0.203,2010-07-15,99.898889,N/A,0.19,2011-01-13,0.0,0.15,0.000000,0.0,36.10,0.000000
912795W31,2010-07-08,0.15,2010-07-12,0.152,2010-07-15,99.962083,N/A,0.14,2010-10-14,0.0,0.11,0.000000,0.0,80.78,0.000000
912795V57,2010-07-12,0.15,2010-07-13,0.152,2010-07-15,99.988333,N/A,0.14,2010-08-12,0.0,0.1,0.000000,0.0,63.33,0.000000
912795VA6,2010-07-12,0.16,2010-07-14,0.162,2010-07-15,99.975111,N/A,0.15,2010-09-09,0.0,0.02,0.000000,0.0,36.00,0.000000
912795X71,2010-07-01,0.205,2010-07-06,0.208,2010-07-08,99.896361,N/A,0.19,2011-01-06,0.0,0.16,0.000000,0.0,73.41,0.000000
912795W23,2010-07-01,0.165,2010-07-06,0.167,2010-07-08,99.958292,N/A,0.15,2010-10-07,0.0,0.12,0.000000,0.0,51.92,0.000000
912795V24,2010-07-06,0.165,2010-07-07,0.167,2010-07-08,99.987167,N/A,0.15,2010-08-05,0.0,0.13,0.000000,0.0,88.94,0.000000
912795V73,2010-07-06,0.165,2010-07-07,0.167,2010-07-08,99.974333,N/A,0.15,2010-09-02,0.0,0.01,0.000000,0.0,24.41,0.000000
912795X22,2010-06-24,0.32,2010-06-29,0.325,2010-07-01,99.676444,N/A,0.305,2011-06-30,0.0,0.28,0.000000,0.0,12.82,0.000000
912795X55,2010-06-24,0.215,2010-06-28,0.218,2010-07-01,99.891306,N/A,0.19,2010-12-30,0.0,0.14,0.000000,0.0,67.21,0.000000
912795VC2,2010-06-24,0.16,2010-06-28,0.162,2010-07-01,99.959556,N/A,0.145,2010-09-30,0.0,0.08,0.000000,0.0,44.35,0.000000
912795U74,2010-06-28,0.15,2010-06-29,0.152,2010-07-01,99.988333,N/A,0.13,2010-07-29,0.0,0.09,0.000000,0.0,65.36,0.000000
912795U82,2010-06-28,0.18,2010-06-30,0.183,2010-07-01,99.972000,N/A,0.165,2010-08-26,0.0,0.01,0.000000,0.0,13.22,0.000000
912795X48,2010-06-17,0.17,2010-06-21,0.173,2010-06-24,99.914056,N/A,0.155,2010-12-23,0.0,0.13,0.000000,0.0,84.91,0.000000
912795U90,2010-06-17,0.115,2010-06-21,0.117,2010-06-24,99.970931,N/A,0.1,2010-09-23,0.0,0.07,0.000000,0.0,96.56,0.000000
912795UZ2,2010-06-21,0.085,2010-06-22,0.086,2010-06-24,99.993389,N/A,0.06,2010-07-22,0.0,0.03,0.000000,0.0,58.75,0.000000
912795V65,2010-06-21,0.12,2010-06-23,0.122,2010-06-24,99.981333,N/A,0.105,2010-08-19,0.0,0.08,0.000000,0.0,30.06,0.000000
912795UK5,2010-06-10,0.15,2010-06-14,0.152,2010-06-17,99.924167,N/A,0.135,2010-12-16,0.0,0.1,0.000000,0.0,92.33,0.000000
912795VB4,2010-06-10,0.065,2010-06-14,0.066,2010-06-17,99.983569,N/A,0.05,2010-09-16,0.0,0.01,0.000000,0.0,33.83,0.000000
912795UY5,2010-06-14,0.03,2010-06-15,0.03,2010-06-17,99.997667,N/A,0.01,2010-07-15,0.0,0.0,0.000000,0.0,47.96,0.000000
912795V57,2010-06-14,0.09,2010-06-16,0.091,2010-06-17,99.986000,N/A,0.08,2010-08-12,0.0,0.04,0.000000,0.0,44.16,0.000000
912795X30,2010-06-03,0.21,2010-06-07,0.213,2010-06-10,99.893833,N/A,0.19,2010-12-09,0.0,0.165,0.000000,0.0,30.61,0.000000
912795VA6,2010-06-03,0.13,2010-06-07,0.132,2010-06-10,99.967139,N/A,0.115,2010-09-09,0.0,0.08,0.000000,0.0,32.05,0.000000
912795UW9,2010-06-07,0.09,2010-06-08,0.091,2010-06-10,99.993000,N/A,0.075,2010-07-08,0.0,0.0,0.000000,0.0,3.60,0.000000
912795V24,2010-06-07,0.095,2010-06-09,0.096,2010-06-10,99.985222,N/A,0.08,2010-08-05,0.0,0.01,0.000000,0.0,36.12,0.000000
912795Z53,2010-06-07,0.16,2010-06-08,0.162,2010-06-10,99.997778,N/A,0.15,2010-06-15,0.0,0.105,0.000000,0.0,17.38,0.000000
912795W64,2010-05-27,0.365,2010-06-02,0.371,2010-06-03,99.630944,N/A,0.36,2011-06-02,0.0,0.34,0.000000,0.0,90.68,0.000000
912795W98,2010-05-27,0.22,2010-06-01,0.223,2010-06-03,99.888778,N/A,0.21,2010-12-02,0.0,0.18,0.000000,0.0,73.80,0.000000
912795V73,2010-05-27,0.16,2010-06-01,0.162,2010-06-03,99.959556,N/A,0.15,2010-09-02,0.0,0.11,0.000000,0.0,16.14,0.000000
912795U66,2010-06-01,0.13,2010-06-02,0.132,2010-06-03,99.989889,N/A,0.1,2010-07-01,0.0,0.075,0.000000,0.0,93.14,0.000000
912795U74,2010-06-01,0.14,2010-06-02,0.142,2010-06-03,99.978222,N/A,0.13,2010-07-29,0.0,0.08,0.000000,0.0,26.89,0.000000
912795W80,2010-05-20,0.22,2010-05-24,0.223,2010-05-27,99.888167,N/A,0.21,2010-11-26,0.0,0.18,0.000000,0.0,98.59,0.000000
912795U82,2010-05-20,0.165,2010-05-24,0.167,2010-05-27,99.958292,N/A,0.15,2010-08-26,0.0,0.11,0.000000,0.0,21.94,0.000000
912795UV1,2010-05-24,0.155,2010-05-25,0.157,2010-05-27,99.987944,N/A,0.145,2010-06-24,0.0,0.1,0.000000,0.0,37.71,0.000000
912795UZ2,2010-05-24,0.15,2010-05-26,0.152,2010-05-27,99.976667,N/A,0.14,2010-07-22,0.0,0.12,0.000000,0.0,74.88,0.000000
912795UJ8,2010-05-13,0.23,2010-05-17,0.233,2010-05-20,99.883722,N/A,0.21,2010-11-18,0.0,0.18,0.000000,0.0,0.82,0.000000
912795V65,2010-05-13,0.16,2010-05-17,0.162,2010-05-20,99.959556,N/A,0.15,2010-08-19,0.0,0.11,0.000000,0.0,96.72,0.000000
912795UU3,2010-05-17,0.17,2010-05-18,0.172,2010-05-20,99.986778,N/A,0.16,2010-06-17,0.0,0.12,0.000000,0.0,48.54,0.000000
912795UY5,2010-05-17,0.16,2010-05-19,0.162,2010-05-20,99.975111,N/A,0.15,2010-07-15,0.0,0.12,0.000000,0.0,51.47,0.000000
912795W72,2010-05-06,0.23,2010-05-10,0.233,2010-05-13,99.883083,N/A,0.22,2010-11-12,0.0,0.16,0.000000,0.0,76.31,0.000000
912795V57,2010-05-06,0.155,2010-05-10,0.157,2010-05-13,99.960819,N/A,0.14,2010-08-12,0.0,0.1,0.000000,0.0,74.21,0.000000
912795UT6,2010-05-10,0.15,2010-05-11,0.152,2010-05-13,99.988333,N/A,0.135,2010-06-10,0.0,0.11,0.000000,0.0,8.27,0.000000
912795UW9,2010-05-10,0.15,2010-05-12,0.152,2010-05-13,99.976667,N/A,0.135,2010-07-08,0.0,0.1,0.000000,0.0,8.42,0.000000
912795VE8,2010-04-29,0.42,2010-05-04,0.427,2010-05-06,99.575333,N/A,0.4,2011-05-05,0.0,0.3,0.000000,0.0,65.39,0.000000
912795W56,2010-04-29,0.245,2010-05-03,0.249,2010-05-06,99.876139,N/A,0.23,2010-11-04,0.0,0.2,0.000000,0.0,18.25,0.000000
912795V24,2010-04-29,0.165,2010-05-03,0.167,2010-05-06,99.958292,N/A,0.15,2010-08-05,0.0,0.115,0.000000,0.0,66.06,0.000000
912795U58,2010-05-03,0.15,2010-05-04,0.152,2010-05-06,99.988333,N/A,0.135,2010-06-03,0.0,0.1,0.000000,0.0,0.87,0.000000
912795U66,2010-05-03,0.15,2010-05-05,0.152,2010-05-06,99.976667,N/A,0.14,2010-07-01,0.0,0.1,0.000000,0.0,10.19,0.000000
912795W49,2010-04-22,0.24,2010-04-26,0.244,2010-04-29,99.878667,N/A,0.23,2010-10-28,0.0,0.195,0.000000,0.0,20.89,0.000000
912795U74,2010-04-22,0.15,2010-04-26,0.152,2010-04-29,99.962083,N/A,0.14,2010-07-29,0.0,0.1,0.000000,0.0,72.61,0.000000
912795US8,2010-04-26,0.13,2010-04-27,0.132,2010-04-29,99.989889,N/A,0.12,2010-05-27,0.0,0.09,0.000000,0.0,55.62,0.000000
912795UV1,2010-04-26,0.155,2010-04-28,0.157,2010-04-29,99.975889,N/A,0.15,2010-06-24,0.0,0.12,0.000000,0.0,97.74,0.000000
912795UH2,2010-04-15,0.22,2010-04-19,0.223,2010-04-22,99.888778,N/A,0.205,2010-10-21,0.0,0.18,0.000000,0.0,76.29,0.000000
912795UZ2,2010-04-15,0.145,2010-04-19,0.147,2010-04-22,99.963347,N/A,0.13,2010-07-22,0.0,0.1,0.000000,0.0,59.11,0.000000
912795UR0,2010-04-19,0.14,2010-04-20,0.142,2010-04-22,99.989111,N/A,0.13,2010-05-20,0.0,0.09,0.000000,0.0,14.55,0.000000
912795UU3,2010-04-19,0.15,2010-04-21,0.152,2010-04-22,99.976667,N/A,0.14,2010-06-17,0.0,0.12,0.000000,0.0,16.48,0.000000
912795W31,2010-04-08,0.24,2010-04-12,0.244,2010-04-15,99.878667,N/A,0.22,2010-10-14,0.0,0.19,0.000000,0.0,0.76,0.000000
912795UY5,2010-04-08,0.155,2010-04-12,0.157,2010-04-15,99.960819,N/A,0.145,2010-07-15,0.0,0.1,0.000000,0.0,67.57,0.000000
912795UQ2,2010-04-12,0.145,2010-04-13,0.147,2010-04-15,99.988722,N/A,0.13,2010-05-13,0.0,0.1,0.000000,0.0,57.27,0.000000
912795UT6,2010-04-12,0.15,2010-04-14,0.152,2010-04-15,99.976667,N/A,0.14,2010-06-10,0.0,0.1,0.000000,0.0,55.65,0.000000
912795VD0,2010-04-01,0.485,2010-04-06,0.494,2010-04-08,99.509611,N/A,0.46,2011-04-07,0.0,0.43,0.000000,0.0,1.56,0.000000
912795W23,2010-04-01,0.265,2010-04-05,0.269,2010-04-08,99.866028,N/A,0.25,2010-10-07,0.0,0.2,0.000000,0.0,39.79,0.000000
912795UW9,2010-04-01,0.175,2010-04-05,0.178,2010-04-08,99.955764,N/A,0.16,2010-07-08,0.0,0.12,0.000000,0.0,30.70,0.000000
912795U41,2010-04-05,0.16,2010-04-06,0.162,2010-04-08,99.987556,N/A,0.15,2010-05-06,0.0,0.1,0.000000,0.0,76.03,0.000000
912795U58,2010-04-05,0.165,2010-04-07,0.167,2010-04-08,99.974333,N/A,0.16,2010-06-03,0.0,0.13,0.000000,0.0,43.62,0.000000
912795UM1,2010-03-31,0.17,2010-04-01,0.172,2010-04-05,99.995278,N/A,0.16,2010-04-15,0.0,0.1,0.000000,0.0,29.26,0.000000
912795VC2,2010-03-25,0.24,2010-03-29,0.244,2010-04-01,99.878667,N/A,0.23,2010-09-30,0.0,0.19,0.000000,0.0,41.89,0.000000
912795U66,2010-03-25,0.145,2010-03-29,0.147,2010-04-01,99.963347,N/A,0.14,2010-07-01,0.0,0.1,0.000000,0.0,91.75,0.000000
